table,datatype,year,fname,xlcolumn,xlrownum,incsort,incrange,vname,ptarget,table_description
tab21,filers,2015,15in21id.xls,BN,20,11,"$45,000 under $50,000",id_medical_uncapped,5000049,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,21,12,"$50,000 under $55,000",id_medical_uncapped,5553125,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,22,13,"$55,000 under $60,000",id_medical_uncapped,6003880,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,23,14,"$60,000 under $75,000",id_medical_uncapped,14889171,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,24,15,"$75,000 under $100,000",id_medical_uncapped,21727339,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,25,16,"$100,000 under $200,000",id_medical_uncapped,29283649,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,26,17,"$200,000 under $500,000",id_medical_uncapped,7318921,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,27,18,"$500,000 under $1,000,000",id_medical_uncapped,977355,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,28,19,"$1,000,000 under $1,500,000",id_medical_uncapped,201698,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,29,20,"$1,500,000 under $2,000,000",id_medical_uncapped,74403,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,30,21,"$2,000,000 under $5,000,000",id_medical_uncapped,83393,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,31,22,"$5,000,000 under $10,000,000",id_medical_uncapped,18999,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,32,23,"$10,000,000 or more",id_medical_uncapped,0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,10,1,"All returns, total",id_mortgage,283004465,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,taxable,2015,15in21id.xls,CH,33,1,"Taxable returns, total",id_mortgage,258240977,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,11,2,"Under $5,000",id_mortgage,1174521,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,12,3,"$5,000 under $10,000",id_mortgage,1237451,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,13,4,"$10,000 under $15,000",id_mortgage,2083827,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,14,5,"$15,000 under $20,000",id_mortgage,2589295,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,15,6,"$20,000 under $25,000",id_mortgage,2992991,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,16,7,"$25,000 under $30,000",id_mortgage,3591380,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,17,8,"$30,000 under $35,000",id_mortgage,3946351,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,18,9,"$35,000 under $40,000",id_mortgage,5122692,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,19,10,"$40,000 under $45,000",id_mortgage,5651139,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,20,11,"$45,000 under $50,000",id_mortgage,6411648,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,21,12,"$50,000 under $55,000",id_mortgage,6543517,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,22,13,"$55,000 under $60,000",id_mortgage,6985554,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,23,14,"$60,000 under $75,000",id_mortgage,21825640,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,24,15,"$75,000 under $100,000",id_mortgage,40897449,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,25,16,"$100,000 under $200,000",id_mortgage,103319155,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,26,17,"$200,000 under $500,000",id_mortgage,51606382,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,27,18,"$500,000 under $1,000,000",id_mortgage,11335153,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,28,19,"$1,000,000 under $1,500,000",id_mortgage,2559360,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,29,20,"$1,500,000 under $2,000,000",id_mortgage,1043154,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,30,21,"$2,000,000 under $5,000,000",id_mortgage,1521570,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,31,22,"$5,000,000 under $10,000,000",id_mortgage,360807,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CH,32,23,"$10,000,000 or more",id_mortgage,205431,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,10,1,"All returns, total",id_pit,335060168,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,taxable,2015,15in21id.xls,BV,33,1,"Taxable returns, total",id_pit,329015696,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,11,2,"Under $5,000",id_pit,247368,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,12,3,"$5,000 under $10,000",id_pit,144224,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,13,4,"$10,000 under $15,000",id_pit,242932,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,14,5,"$15,000 under $20,000",id_pit,352591,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,15,6,"$20,000 under $25,000",id_pit,503057,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,16,7,"$25,000 under $30,000",id_pit,766251,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,17,8,"$30,000 under $35,000",id_pit,1041293,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,18,9,"$35,000 under $40,000",id_pit,1511583,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,19,10,"$40,000 under $45,000",id_pit,1985224,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,20,11,"$45,000 under $50,000",id_pit,2305387,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,21,12,"$50,000 under $55,000",id_pit,2749265,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,22,13,"$55,000 under $60,000",id_pit,3107467,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,23,14,"$60,000 under $75,000",id_pit,10587597,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,24,15,"$75,000 under $100,000",id_pit,23415401,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,25,16,"$100,000 under $200,000",id_pit,82897472,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,26,17,"$200,000 under $500,000",id_pit,72653258,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,27,18,"$500,000 under $1,000,000",id_pit,32864770,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,28,19,"$1,000,000 under $1,500,000",id_pit,14294115,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,29,20,"$1,500,000 under $2,000,000",id_pit,8670169,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,30,21,"$2,000,000 under $5,000,000",id_pit,23164930,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,31,22,"$5,000,000 under $10,000,000",id_pit,13447411,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BV,32,23,"$10,000,000 or more",id_pit,38108401,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BZ,10,1,"All returns, total",id_retax,188605843,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,taxable,2015,15in21id.xls,BZ,33,1,"Taxable returns, total",id_retax,172794799,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BZ,11,2,"Under $5,000",id_retax,824302,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BZ,12,3,"$5,000 under $10,000",id_retax,1007214,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
